zip,type,primary_city,state,county,timezone,area_codes,world_region,country,latitude,longitude,irs_estimated_population_2015
72421,STANDARD,Cash,AR,Craighead County,America/Chicago,870,NA,US,35.79,-90.93,480
72422,STANDARD,Corning,AR,Clay County,America/Chicago,870,NA,US,36.41,-90.58,3540
72424,PO BOX,Datto,AR,Clay County,America/Chicago,870,NA,US,36.39,-90.74,61
72425,STANDARD,Delaplaine,AR,Greene County,America/Chicago,870,NA,US,36.23,-90.72,320
72426,PO BOX,Dell,AR,Mississippi County,America/Chicago,870,NA,US,35.87,-90.04,224
72427,PO BOX,Egypt,AR,Craighead County,America/Chicago,870,NA,US,35.86,-90.95,127
72428,STANDARD,Etowah,AR,Mississippi County,America/Chicago,870,NA,US,35.74,-90.22,183
72429,STANDARD,Fisher,AR,Poinsett County,America/Chicago,870,NA,US,35.49,-90.97,320
72430,STANDARD,Greenway,AR,Clay County,America/Chicago,870,NA,US,36.34,-90.22,330
72431,PO BOX,Grubbs,AR,Jackson County,America/Chicago,,NA,US,35.65,-91.07,313
72432,STANDARD,Harrisburg,AR,Poinsett County,America/Chicago,870,NA,US,35.56,-90.72,4840
72433,STANDARD,Hoxie,AR,Lawrence County,America/Chicago,870,NA,US,36.04,-90.97,2010
72434,STANDARD,Imboden,AR,Lawrence County,America/Chicago,870,NA,US,36.2,-91.17,1560
72435,STANDARD,Knobel,AR,Clay County,America/Chicago,870,NA,US,36.31,-90.6,320
72436,STANDARD,Lafe,AR,Greene County,America/Chicago,870,NA,US,36.2,-90.5,830
72437,STANDARD,Lake City,AR,Craighead County,America/Chicago,870,NA,US,35.81,-90.44,2740
72438,STANDARD,Leachville,AR,Mississippi County,America/Chicago,870,NA,US,35.92,-90.25,2020
72439,STANDARD,Light,AR,Greene County,America/Chicago,870,NA,US,36.07,-90.74,0
72440,STANDARD,Lynn,AR,Lawrence County,America/Chicago,870,NA,US,36,-91.25,250
72441,PO BOX,Mc Dougal,AR,Clay County,America/Chicago,870,NA,US,36.44,-90.39,155
72442,STANDARD,Manila,AR,Mississippi County,America/Chicago,870,NA,US,35.88,-90.16,3790
72443,STANDARD,Marmaduke,AR,Greene County,America/Chicago,870,NA,US,36.18,-90.38,2280
72444,STANDARD,Maynard,AR,Randolph County,America/Chicago,870,NA,US,36.42,-90.9,1290
72445,PO BOX,Minturn,AR,Lawrence County,America/Chicago,870,NA,US,35.98,-91.03,87
72447,STANDARD,Monette,AR,Craighead County,America/Chicago,870,NA,US,35.89,-90.34,1560
72449,PO BOX,O Kean,AR,Randolph County,America/Chicago,870,NA,US,36.16,-90.81,161
72450,STANDARD,Paragould,AR,Greene County,America/Chicago,870,NA,US,36.05,-90.51,30900
72451,PO BOX,Paragould,AR,Greene County,America/Chicago,870,NA,US,36.05,-90.51,919
72453,STANDARD,Peach Orchard,AR,Clay County,America/Chicago,870,NA,US,36.28,-90.66,208
72454,STANDARD,Piggott,AR,Clay County,America/Chicago,870,NA,US,36.38,-90.2,3850
72455,STANDARD,Pocahontas,AR,Randolph County,America/Chicago,870,NA,US,36.26,-90.96,9960
72456,STANDARD,Pollard,AR,Clay County,America/Chicago,870,NA,US,36.43,-90.26,390
72457,PO BOX,Portia,AR,Lawrence County,America/Chicago,870,NA,US,36.09,-91.07,368
72458,STANDARD,Powhatan,AR,Lawrence County,America/Chicago,870,NA,US,36.07,-91.16,460
72459,STANDARD,Ravenden,AR,Lawrence County,America/Chicago,870,NA,US,36.23,-91.25,890
72460,STANDARD,Ravenden Springs,AR,Randolph County,America/Chicago,870,NA,US,36.31,-91.22,580
72461,STANDARD,Rector,AR,Clay County,America/Chicago,870,NA,US,36.26,-90.29,2800
72462,PO BOX,Reyno,AR,Randolph County,America/Chicago,870,NA,US,36.39,-90.76,396
72464,PO BOX,Saint Francis,AR,Clay County,America/Chicago,870,NA,US,36.46,-90.14,124
72465,PO BOX,Sedgwick,AR,Lawrence County,America/Chicago,870,NA,US,35.97,-90.86,70
72466,STANDARD,Smithville,AR,Lawrence County,America/Chicago,870,NA,US,36.08,-91.3,950
72467,PO BOX,State University,AR,Craighead County,America/Chicago,870,NA,US,35.84,-90.68,981
72469,STANDARD,Strawberry,AR,Lawrence County,America/Chicago,870,NA,US,35.96,-91.32,740
72470,STANDARD,Success,AR,Clay County,America/Chicago,870,NA,US,36.45,-90.72,250
72471,STANDARD,Swifton,AR,Jackson County,America/Chicago,870,NA,US,35.82,-91.12,760
72472,STANDARD,Trumann,AR,Poinsett County,America/Chicago,870,NA,US,35.67,-90.51,7240
72473,STANDARD,Tuckerman,AR,Jackson County,America/Chicago,870,NA,US,35.72,-91.2,1990
72474,PO BOX,Walcott,AR,Greene County,America/Chicago,870,NA,US,36.03,-90.66,99
72475,PO BOX,Waldenburg,AR,Poinsett County,America/Chicago,870,NA,US,35.56,-90.93,112
72476,STANDARD,Walnut Ridge,AR,Lawrence County,America/Chicago,870,NA,US,36.06,-90.95,5180
72478,STANDARD,Warm Springs,AR,Randolph County,America/Chicago,870,NA,US,36.45,-91.06,250
72479,STANDARD,Weiner,AR,Poinsett County,America/Chicago,870,NA,US,35.61,-90.9,990
72482,STANDARD,Williford,AR,Sharp County,America/Chicago,870,NA,US,36.25,-91.36,710
72501,STANDARD,Batesville,AR,Independence County,America/Chicago,870,NA,US,35.76,-91.62,20410
72503,PO BOX,Batesville,AR,Independence County,America/Chicago,,NA,US,35.76,-91.62,1111
72512,STANDARD,Horseshoe Bend,AR,Izard County,America/Chicago,870,NA,US,36.22,-91.74,1450
72513,STANDARD,Ash Flat,AR,Sharp County,America/Chicago,870,NA,US,36.22,-91.6,2180
72515,STANDARD,Bexar,AR,Fulton County,America/Chicago,870,NA,US,36.28,-92.06,51
72517,STANDARD,Brockwell,AR,Izard County,America/Chicago,870,NA,US,36.13,-91.96,270
72519,STANDARD,Calico Rock,AR,Izard County,America/Chicago,870,NA,US,36.12,-92.13,1930
72520,STANDARD,Camp,AR,Fulton County,America/Chicago,870,NA,US,36.39,-91.72,210
72521,STANDARD,Cave City,AR,Sharp County,America/Chicago,870,NA,US,35.94,-91.54,3830
72522,STANDARD,Charlotte,AR,Independence County,America/Chicago,,NA,US,35.81,-91.47,370
72523,STANDARD,Concord,AR,Cleburne County,America/Chicago,870,NA,US,35.66,-91.84,730
72524,STANDARD,Cord,AR,Independence County,America/Chicago,,NA,US,35.8,-91.3,300
72525,PO BOX,Cherokee Village,AR,Fulton County,America/Chicago,870,NA,US,36.3,-91.53,553
72526,PO BOX,Cushman,AR,Independence County,America/Chicago,,NA,US,35.88,-91.78,415
72527,STANDARD,Desha,AR,Independence County,America/Chicago,870,NA,US,35.74,-91.68,530
72528,STANDARD,Dolph,AR,Izard County,America/Chicago,870,NA,US,36.23,-92.14,188
72529,STANDARD,Cherokee Village,AR,Sharp County,America/Chicago,870,NA,US,36.3,-91.53,2980
72530,STANDARD,Drasco,AR,Cleburne County,America/Chicago,870,NA,US,35.66,-91.93,1460
72531,STANDARD,Elizabeth,AR,Fulton County,America/Chicago,,NA,US,36.31,-92.09,520
72532,STANDARD,Evening Shade,AR,Sharp County,America/Chicago,870,NA,US,36.07,-91.62,1130
72533,STANDARD,Fifty Six,AR,Stone County,America/Chicago,870,NA,US,36.02,-92.22,240
72534,STANDARD,Floral,AR,Independence County,America/Chicago,,NA,US,35.61,-91.73,1030
72536,STANDARD,Franklin,AR,Izard County,America/Chicago,870,NA,US,36.17,-91.77,340
72537,STANDARD,Gamaliel,AR,Baxter County,America/Chicago,870,NA,US,36.46,-92.2,550
72538,STANDARD,Gepp,AR,Fulton County,America/Chicago,870,NA,US,36.44,-92.09,340
72539,STANDARD,Glencoe,AR,Fulton County,America/Chicago,870,NA,US,36.33,-91.71,330
72540,STANDARD,Guion,AR,Izard County,America/Chicago,870,NA,US,35.92,-91.94,108
72542,STANDARD,Hardy,AR,Sharp County,America/Chicago,870,NA,US,36.32,-91.48,2830
72543,STANDARD,Heber Springs,AR,Cleburne County,America/Chicago,501,NA,US,35.5,-92.03,10190
72544,STANDARD,Henderson,AR,Baxter County,America/Chicago,870,NA,US,36.4,-92.19,450
72545,UNIQUE,Heber Springs,AR,Cleburne County,America/Chicago,501,NA,US,35.5,-92.03,0
72546,STANDARD,Ida,AR,Cleburne County,America/Chicago,,NA,US,35.58,-91.94,185
72550,STANDARD,Locust Grove,AR,Independence County,America/Chicago,870,NA,US,35.71,-91.75,710
72553,PO BOX,Magness,AR,Independence County,America/Chicago,,NA,US,35.7,-91.48,178
72554,STANDARD,Mammoth Spring,AR,Fulton County,America/Chicago,870,NA,US,36.49,-91.54,2060
72555,STANDARD,Marcella,AR,Stone County,America/Chicago,870,NA,US,35.78,-91.88,117
72556,STANDARD,Melbourne,AR,Izard County,America/Chicago,870,NA,US,36.06,-91.89,2700
72560,STANDARD,Mountain View,AR,Stone County,America/Chicago,870,NA,US,35.87,-92.11,6910
72561,STANDARD,Mount Pleasant,AR,Izard County,America/Chicago,870,NA,US,35.98,-91.77,640
72562,STANDARD,Newark,AR,Independence County,America/Chicago,870,NA,US,35.7,-91.44,1740
72564,STANDARD,Oil Trough,AR,Independence County,America/Chicago,870,NA,US,35.62,-91.46,360
72565,STANDARD,Oxford,AR,Izard County,America/Chicago,870,NA,US,36.2,-91.91,700
72566,STANDARD,Pineville,AR,Izard County,America/Chicago,870,NA,US,36.22,-92.08,400
72567,STANDARD,Pleasant Grove,AR,Stone County,America/Chicago,870,NA,US,35.81,-91.93,230
72568,STANDARD,Pleasant Plains,AR,Independence County,America/Chicago,501,NA,US,35.55,-91.62,1510
72569,STANDARD,Poughkeepsie,AR,Sharp County,America/Chicago,870,NA,US,36.15,-91.4,350
72571,STANDARD,Rosie,AR,Independence County,America/Chicago,,NA,US,35.65,-91.53,360
72572,STANDARD,Saffell,AR,Lawrence County,America/Chicago,870,NA,US,35.9,-91.29,238
72573,STANDARD,Sage,AR,Izard County,America/Chicago,870,NA,US,36.04,-91.82,250
72575,PO BOX,Salado,AR,Independence County,America/Chicago,,NA,US,35.7,-91.59,218
72576,STANDARD,Salem,AR,Fulton County,America/Chicago,870,NA,US,36.37,-91.82,2820
72577,STANDARD,Sidney,AR,Izard County,America/Chicago,870,NA,US,36,-91.65,530
72578,STANDARD,Sturkie,AR,Fulton County,America/Chicago,870,NA,US,36.45,-91.89,132
72579,STANDARD,Sulphur Rock,AR,Independence County,America/Chicago,,NA,US,35.75,-91.49,1150
72581,STANDARD,Tumbling Shoals,AR,Cleburne County,America/Chicago,,NA,US,35.55,-91.95,800
72583,STANDARD,Viola,AR,Fulton County,America/Chicago,870,NA,US,36.39,-91.98,1310
72584,STANDARD,Violet Hill,AR,Izard County,America/Chicago,870,NA,US,36.16,-91.85,380
72585,STANDARD,Wideman,AR,Izard County,America/Chicago,870,NA,US,36.21,-92,186
72587,STANDARD,Wiseman,AR,Izard County,America/Chicago,870,NA,US,36.23,-91.82,123
72601,STANDARD,Harrison,AR,Boone County,America/Chicago,870,NA,US,36.24,-93.11,23360
72602,PO BOX,Harrison,AR,Boone County,America/Chicago,870,NA,US,36.24,-93.11,1976
72611,STANDARD,Alpena,AR,Carroll County,America/Chicago,870,NA,US,36.29,-93.29,1450
72613,PO BOX,Beaver,AR,Carroll County,America/Chicago,,NA,US,36.47,-93.77,85
72615,PO BOX,Bergman,AR,Boone County,America/Chicago,870,NA,US,36.31,-93.01,345
72616,STANDARD,Berryville,AR,Carroll County,America/Chicago,870,NA,US,36.37,-93.56,9180
72617,STANDARD,Big Flat,AR,Baxter County,America/Chicago,870,NA,US,36,-92.4,222
72619,STANDARD,Bull Shoals,AR,Marion County,America/Chicago,870,NA,US,36.37,-92.58,1430
72623,STANDARD,Clarkridge,AR,Baxter County,America/Chicago,870,NA,US,36.45,-92.34,530
72624,STANDARD,Compton,AR,Newton County,America/Chicago,870,NA,US,36.06,-93.38,350
72626,STANDARD,Cotter,AR,Baxter County,America/Chicago,870,NA,US,36.28,-92.52,910
72628,STANDARD,Deer,AR,Newton County,America/Chicago,"479,870",NA,US,35.84,-93.28,500
72629,STANDARD,Dennard,AR,Van Buren County,America/Chicago,501,NA,US,35.72,-92.58,440
72630,PO BOX,Diamond City,AR,Boone County,America/Chicago,870,NA,US,36.48,-92.9,266
72631,STANDARD,Eureka Springs,AR,Carroll County,America/Chicago,479,NA,US,36.46,-93.71,3080
72632,STANDARD,Eureka Springs,AR,Carroll County,America/Chicago,479,NA,US,36.39,-93.73,3510
72633,STANDARD,Everton,AR,Boone County,America/Chicago,870,NA,US,36.15,-92.9,1310
72634,STANDARD,Flippin,AR,Marion County,America/Chicago,870,NA,US,36.27,-92.59,3810
72635,STANDARD,Gassville,AR,Baxter County,America/Chicago,870,NA,US,36.28,-92.49,3020
72636,PO BOX,Gilbert,AR,Searcy County,America/Chicago,870,NA,US,35.99,-92.72,37
72638,STANDARD,Green Forest,AR,Carroll County,America/Chicago,870,NA,US,36.33,-93.42,6440
72639,STANDARD,Harriet,AR,Searcy County,America/Chicago,870,NA,US,35.98,-92.49,360
72640,STANDARD,Hasty,AR,Newton County,America/Chicago,870,NA,US,36.01,-93.04,310
72641,STANDARD,Jasper,AR,Newton County,America/Chicago,870,NA,US,36,-93.18,1840
72642,STANDARD,Lakeview,AR,Baxter County,America/Chicago,870,NA,US,36.37,-92.53,1480
72644,STANDARD,Lead Hill,AR,Boone County,America/Chicago,870,NA,US,36.41,-92.9,1870
72645,STANDARD,Leslie,AR,Searcy County,America/Chicago,870,NA,US,35.82,-92.55,1240
72648,STANDARD,Marble Falls,AR,Newton County,America/Chicago,870,NA,US,36.08,-93.15,610
72650,STANDARD,Marshall,AR,Searcy County,America/Chicago,870,NA,US,35.9,-92.63,3340
72651,STANDARD,Midway,AR,Baxter County,America/Chicago,870,NA,US,36.39,-92.48,920
72653,STANDARD,Mountain Home,AR,Baxter County,America/Chicago,870,NA,US,36.33,-92.37,22030
72654,PO BOX,Mountain Home,AR,Baxter County,America/Chicago,870,NA,US,36.33,-92.37,1591
72655,STANDARD,Mount Judea,AR,Newton County,America/Chicago,870,NA,US,35.83,-93.04,300
72657,STANDARD,Timbo,AR,Stone County,America/Chicago,870,NA,US,35.86,-92.3,0
72658,STANDARD,Norfork,AR,Baxter County,America/Chicago,870,NA,US,36.2,-92.28,1240
72659,STANDARD,Norfork,AR,Baxter County,America/Chicago,870,NA,US,36.2,-92.28,0
72660,STANDARD,Oak Grove,AR,Carroll County,America/Chicago,870,NA,US,36.48,-93.38,410
72661,STANDARD,Oakland,AR,Marion County,America/Chicago,870,NA,US,36.44,-92.57,390
72662,STANDARD,Omaha,AR,Boone County,America/Chicago,870,NA,US,36.46,-93.19,2460
72663,STANDARD,Onia,AR,Stone County,America/Chicago,870,NA,US,35.94,-92.33,220
72666,STANDARD,Parthenon,AR,Newton County,America/Chicago,870,NA,US,35.94,-93.27,190
72668,STANDARD,Peel,AR,Marion County,America/Chicago,870,NA,US,36.41,-92.76,330
72669,PO BOX,Pindall,AR,Searcy County,America/Chicago,870,NA,US,36.06,-92.88,133
72670,STANDARD,Ponca,AR,Newton County,America/Chicago,870,NA,US,35.98,-93.39,133
72672,PO BOX,Pyatt,AR,Marion County,America/Chicago,870,NA,US,36.25,-92.84,327
72675,STANDARD,Saint Joe,AR,Searcy County,America/Chicago,870,NA,US,35.98,-92.81,1020
72677,PO BOX,Summit,AR,Marion County,America/Chicago,870,NA,US,36.25,-92.68,652
72679,STANDARD,Tilly,AR,Pope County,America/Chicago,,NA,US,35.73,-92.83,790
72680,STANDARD,Timbo,AR,Stone County,America/Chicago,870,NA,US,35.86,-92.3,610
72682,STANDARD,Valley Springs,AR,Marion County,America/Chicago,870,NA,US,36.14,-92.74,440
72683,STANDARD,Vendor,AR,Newton County,America/Chicago,870,NA,US,35.94,-93.1,300
72685,STANDARD,Western Grove,AR,Newton County,America/Chicago,870,NA,US,36.1,-92.95,1040
72686,STANDARD,Witts Springs,AR,Searcy County,America/Chicago,870,NA,US,35.78,-92.83,185
72687,STANDARD,Yellville,AR,Marion County,America/Chicago,870,NA,US,36.22,-92.68,4510
72701,STANDARD,Fayetteville,AR,Washington County,America/Chicago,479,NA,US,36.07,-94.15,26590
72702,PO BOX,Fayetteville,AR,Washington County,America/Chicago,479,NA,US,36.07,-94.15,1705
72703,STANDARD,Fayetteville,AR,Washington County,America/Chicago,479,NA,US,36.12,-94.04,25430
72704,STANDARD,Fayetteville,AR,Washington County,America/Chicago,479,NA,US,36.11,-94.3,21620
72711,PO BOX,Avoca,AR,Benton County,America/Chicago,479,NA,US,36.39,-94.07,365
72712,STANDARD,Bentonville,AR,Benton County,America/Chicago,479,NA,US,36.36,-94.2,49780
72714,STANDARD,Bella Vista,AR,Benton County,America/Chicago,479,NA,US,36.47,-94.22,11880
72715,STANDARD,Bella Vista,AR,Benton County,America/Chicago,479,NA,US,36.46,-94.29,14480
72716,UNIQUE,Bentonville,AR,Benton County,America/Chicago,479,NA,US,36.36,-94.2,340
72717,STANDARD,Canehill,AR,Washington County,America/Chicago,479,NA,US,35.84,-94.42,640
72718,STANDARD,Cave Springs,AR,Benton County,America/Chicago,479,NA,US,36.26,-94.22,3120
72719,STANDARD,Centerton,AR,Benton County,America/Chicago,479,NA,US,36.36,-94.28,11450
72721,STANDARD,Combs,AR,Madison County,America/Chicago,,NA,US,35.81,-93.83,300
72722,STANDARD,Decatur,AR,Benton County,America/Chicago,479,NA,US,36.33,-94.45,2890
72727,STANDARD,Elkins,AR,Washington County,America/Chicago,479,NA,US,36.01,-94.02,4830
72728,PO BOX,Elm Springs,AR,Benton County,America/Chicago,479,NA,US,36.2,-94.21,273
72729,STANDARD,Evansville,AR,Washington County,America/Chicago,479,NA,US,35.77,-94.46,220
72730,STANDARD,Farmington,AR,Washington County,America/Chicago,479,NA,US,36.04,-94.24,8310
72732,STANDARD,Garfield,AR,Benton County,America/Chicago,479,NA,US,36.45,-93.96,3740
72733,PO BOX,Gateway,AR,Benton County,America/Chicago,479,NA,US,36.48,-93.93,101
72734,STANDARD,Gentry,AR,Benton County,America/Chicago,479,NA,US,36.26,-94.48,6850
72735,PO BOX,Goshen,AR,Washington County,America/Chicago,479,NA,US,36.1,-94,503
72736,STANDARD,Gravette,AR,Benton County,America/Chicago,479,NA,US,36.42,-94.45,5400
72737,PO BOX,Greenland,AR,Washington County,America/Chicago,479,NA,US,36,-94.18,396
72738,STANDARD,Hindsville,AR,Madison County,America/Chicago,479,NA,US,36.14,-93.86,1990
72739,STANDARD,Hiwasse,AR,Benton County,America/Chicago,479,NA,US,36.43,-94.33,450
72740,STANDARD,Huntsville,AR,Madison County,America/Chicago,479,NA,US,36.08,-93.73,8430
72741,PO BOX,Johnson,AR,Washington County,America/Chicago,479,NA,US,36.13,-94.17,141
72742,STANDARD,Kingston,AR,Madison County,America/Chicago,"870,479",NA,US,36.05,-93.52,450
72744,STANDARD,Lincoln,AR,Washington County,America/Chicago,479,NA,US,35.94,-94.42,4250
72745,STANDARD,Lowell,AR,Benton County,America/Chicago,479,NA,US,36.26,-94.13,11300
72747,STANDARD,Maysville,AR,Benton County,America/Chicago,479,NA,US,36.37,-94.58,262
72749,STANDARD,Morrow,AR,Washington County,America/Chicago,479,NA,US,35.87,-94.44,168
72751,STANDARD,Pea Ridge,AR,Benton County,America/Chicago,479,NA,US,36.45,-94.11,6480
72752,STANDARD,Pettigrew,AR,Madison County,America/Chicago,479,NA,US,35.82,-93.59,230
72753,STANDARD,Prairie Grove,AR,Washington County,America/Chicago,479,NA,US,35.97,-94.31,7730
72756,STANDARD,Rogers,AR,Benton County,America/Chicago,479,NA,US,36.33,-94.13,36130
72757,PO BOX,Rogers,AR,Benton County,America/Chicago,479,NA,US,36.33,-94.13,1682
72758,STANDARD,Rogers,AR,Benton County,America/Chicago,479,NA,US,36.3,-94.14,37780
72760,STANDARD,Saint Paul,AR,Madison County,America/Chicago,479,NA,US,35.83,-93.71,230
72761,STANDARD,Siloam Springs,AR,Benton County,America/Chicago,479,NA,US,36.18,-94.54,19910
72762,STANDARD,Springdale,AR,Washington County,America/Chicago,479,NA,US,36.18,-94.23,35170
72764,STANDARD,Springdale,AR,Washington County,America/Chicago,479,NA,US,36.18,-94.14,52080
72765,PO BOX,Springdale,AR,Washington County,America/Chicago,479,NA,US,36.18,-94.14,2037
72766,PO BOX,Springdale,AR,Washington County,America/Chicago,479,NA,US,36.18,-94.14,1348
72768,STANDARD,Sulphur Springs,AR,Benton County,America/Chicago,479,NA,US,36.48,-94.45,910
72769,STANDARD,Summers,AR,Washington County,America/Chicago,479,NA,US,35.98,-94.48,780
72770,PO BOX,Tontitown,AR,Washington County,America/Chicago,479,NA,US,36.17,-94.23,662
72773,STANDARD,Wesley,AR,Madison County,America/Chicago,479,NA,US,36.03,-93.92,920
72774,STANDARD,West Fork,AR,Washington County,America/Chicago,479,NA,US,35.93,-94.18,5580
72776,STANDARD,Witter,AR,Madison County,America/Chicago,479,NA,US,35.93,-93.68,400
72801,STANDARD,Russellville,AR,Pope County,America/Chicago,479,NA,US,35.27,-93.14,12330
72802,STANDARD,Russellville,AR,Pope County,America/Chicago,479,NA,US,35.32,-93.08,19010
72811,PO BOX,Russellville,AR,Pope County,America/Chicago,479,NA,US,35.27,-93.14,1776
72812,PO BOX,Russellville,AR,Pope County,America/Chicago,479,NA,US,35.27,-93.14,617
72820,PO BOX,Alix,AR,Franklin County,America/Chicago,479,NA,US,35.42,-93.72,99
72821,STANDARD,Altus,AR,Franklin County,America/Chicago,479,NA,US,35.44,-93.76,1180
72823,STANDARD,Atkins,AR,Pope County,America/Chicago,"501,479",NA,US,35.24,-92.94,5200
72824,STANDARD,Belleville,AR,Yell County,America/Chicago,479,NA,US,35.09,-93.44,1240
72826,PO BOX,Blue Mountain,AR,Logan County,America/Chicago,479,NA,US,35.13,-93.71,105
72827,STANDARD,Bluffton,AR,Yell County,America/Chicago,479,NA,US,34.89,-93.59,182
72828,STANDARD,Briggsville,AR,Yell County,America/Chicago,479,NA,US,34.93,-93.53,75
72829,PO BOX,Centerville,AR,Yell County,America/Chicago,479,NA,US,35.08,-93.17,243
72830,STANDARD,Clarksville,AR,Johnson County,America/Chicago,479,NA,US,35.45,-93.47,12740
72832,STANDARD,Coal Hill,AR,Johnson County,America/Chicago,479,NA,US,35.43,-93.66,770
72833,STANDARD,Danville,AR,Yell County,America/Chicago,479,NA,US,35.05,-93.39,4060
72834,STANDARD,Dardanelle,AR,Yell County,America/Chicago,479,NA,US,35.22,-93.16,8640
72835,STANDARD,Delaware,AR,Logan County,America/Chicago,479,NA,US,35.28,-93.35,620
72837,STANDARD,Dover,AR,Pope County,America/Chicago,479,NA,US,35.4,-93.11,6720
72838,STANDARD,Gravelly,AR,Yell County,America/Chicago,479,NA,US,34.91,-93.68,137
72839,STANDARD,Hagarville,AR,Johnson County,America/Chicago,479,NA,US,35.63,-93.24,222
72840,STANDARD,Hartman,AR,Johnson County,America/Chicago,479,NA,US,35.43,-93.61,1600
72841,STANDARD,Harvey,AR,Scott County,America/Chicago,479,NA,US,34.86,-93.76,132
72842,STANDARD,Havana,AR,Yell County,America/Chicago,479,NA,US,35.11,-93.52,1030
72843,STANDARD,Hector,AR,Pope County,America/Chicago,479,NA,US,35.46,-92.97,1910
72845,STANDARD,Knoxville,AR,Johnson County,America/Chicago,479,NA,US,35.37,-93.36,990
72846,STANDARD,Lamar,AR,Johnson County,America/Chicago,479,NA,US,35.43,-93.38,3210
72847,STANDARD,London,AR,Pope County,America/Chicago,479,NA,US,35.32,-93.24,2140
72851,STANDARD,New Blaine,AR,Logan County,America/Chicago,479,NA,US,35.26,-93.44,640
72852,STANDARD,Oark,AR,Johnson County,America/Chicago,479,NA,US,35.71,-93.57,250
72853,STANDARD,Ola,AR,Yell County,America/Chicago,"501,479",NA,US,35.03,-93.22,1560
72854,STANDARD,Ozone,AR,Johnson County,America/Chicago,479,NA,US,35.67,-93.43,450
72855,STANDARD,Paris,AR,Logan County,America/Chicago,479,NA,US,35.28,-93.72,4860
72856,STANDARD,Pelsor,AR,Newton County,America/Chicago,870,NA,US,35.79,-93.08,350
72857,STANDARD,Plainview,AR,Yell County,America/Chicago,"479,501",NA,US,34.98,-93.29,970
72858,STANDARD,Pottsville,AR,Pope County,America/Chicago,479,NA,US,35.23,-93.05,3120
72860,STANDARD,Rover,AR,Yell County,America/Chicago,501,NA,US,34.93,-93.4,290
72863,STANDARD,Scranton,AR,Logan County,America/Chicago,479,NA,US,35.36,-93.53,1430
72865,STANDARD,Subiaco,AR,Logan County,America/Chicago,479,NA,US,35.29,-93.63,990
72901,STANDARD,Fort Smith,AR,Sebastian County,America/Chicago,479,NA,US,35.37,-94.42,15970
72902,PO BOX,Fort Smith,AR,Sebastian County,America/Chicago,479,NA,US,35.36,-94.38,1189
72903,STANDARD,Fort Smith,AR,Sebastian County,America/Chicago,479,NA,US,35.36,-94.38,20540
72904,STANDARD,Fort Smith,AR,Sebastian County,America/Chicago,479,NA,US,35.41,-94.38,19390
72905,UNIQUE,Fort Smith,AR,Sebastian County,America/Chicago,479,NA,US,35.36,-94.38,0
72906,PO BOX,Fort Smith,AR,Sebastian County,America/Chicago,479,NA,US,35.36,-94.38,262
72908,STANDARD,Fort Smith,AR,Sebastian County,America/Chicago,479,NA,US,35.31,-94.41,11980
72913,PO BOX,Fort Smith,AR,Sebastian County,America/Chicago,479,NA,US,35.36,-94.38,524
72914,PO BOX,Fort Smith,AR,Sebastian County,America/Chicago,479,NA,US,35.36,-94.38,475
72916,STANDARD,Fort Smith,AR,Sebastian County,America/Chicago,479,NA,US,35.26,-94.39,8000
72917,PO BOX,Fort Smith,AR,Sebastian County,America/Chicago,479,NA,US,35.36,-94.38,1040
72918,PO BOX,Fort Smith,AR,Sebastian County,America/Chicago,479,NA,US,35.36,-94.38,687
72919,UNIQUE,Fort Smith,AR,Sebastian County,America/Chicago,479,NA,US,35.36,-94.38,0
72921,STANDARD,Alma,AR,Crawford County,America/Chicago,479,NA,US,35.48,-94.22,11730
72923,STANDARD,Barling,AR,Sebastian County,America/Chicago,479,NA,US,35.32,-94.3,3850
72926,STANDARD,Boles,AR,Scott County,America/Chicago,479,NA,US,34.71,-94.02,370
72927,STANDARD,Booneville,AR,Logan County,America/Chicago,479,NA,US,35.13,-93.91,6590
72928,STANDARD,Branch,AR,Franklin County,America/Chicago,479,NA,US,35.3,-93.95,580
72930,STANDARD,Cecil,AR,Franklin County,America/Chicago,479,NA,US,35.43,-93.95,380
72932,STANDARD,Cedarville,AR,Crawford County,America/Chicago,479,NA,US,35.57,-94.37,1300
72933,STANDARD,Charleston,AR,Franklin County,America/Chicago,479,NA,US,35.29,-94.04,4010
72934,STANDARD,Chester,AR,Crawford County,America/Chicago,479,NA,US,35.67,-94.17,610
72935,PO BOX,Dyer,AR,Crawford County,America/Chicago,479,NA,US,35.49,-94.13,509
72936,STANDARD,Greenwood,AR,Sebastian County,America/Chicago,479,NA,US,35.21,-94.23,13230
72937,STANDARD,Hackett,AR,Sebastian County,America/Chicago,479,NA,US,35.18,-94.41,2940
72938,STANDARD,Hartford,AR,Sebastian County,America/Chicago,479,NA,US,35.02,-94.37,880
72940,STANDARD,Huntington,AR,Sebastian County,America/Chicago,479,NA,US,35.08,-94.26,1870
72941,STANDARD,Lavaca,AR,Sebastian County,America/Chicago,479,NA,US,35.33,-94.18,4580
72943,STANDARD,Magazine,AR,Logan County,America/Chicago,479,NA,US,35.15,-93.8,2020
72944,STANDARD,Mansfield,AR,Sebastian County,America/Chicago,479,NA,US,35.05,-94.24,2270
72945,PO BOX,Midland,AR,Sebastian County,America/Chicago,479,NA,US,35.09,-94.35,533
